method	strategy	preprocessing_method	external_reference_strategy	calibration_method	evaluation_type	dataset_id	n_samples	n_positive	n_negative	brier_score	calibration_intercept	calibration_slope	mean_predicted_probability	observed_positive_rate	expected_calibration_error	calibration_model
robust_scale_external_adaptive	robust_scale_external_adaptive	cohort_robust_scale	external_cohort_adaptive	isotonic	external	GSE154918	79	39	40	0.0353427090534987	-0.2293454125336811	0.31455601415650636	0.499141254172592	0.4936708860759494	0.046647827234638124	logistic_recalibration_on_logit_predicted_probability
robust_scale_external_adaptive	robust_scale_external_adaptive	cohort_robust_scale	external_cohort_adaptive	isotonic	external	GSE28750	30	10	20	0.028130173726061657	-7.076018022669518	3.02228463677966	0.40072058193157667	0.3333333333333333	0.06738724859824338	logistic_recalibration_on_logit_predicted_probability
robust_scale_external_adaptive	robust_scale_external_adaptive	cohort_robust_scale	external_cohort_adaptive	isotonic	external	GSE95233	73	51	22	0.026634752742794445	9.558717966310123	0.9156159228825524	0.6641751613726775	0.6986301369863014	0.034454975613623796	logistic_recalibration_on_logit_predicted_probability
robust_scale_external_adaptive	robust_scale_external_adaptive	cohort_robust_scale	external_cohort_adaptive	none	external	GSE154918	79	39	40	0.030219202468782347	0.6287014859875343	0.9794714210610543	0.47736551022617324	0.4936708860759494	0.03631461951903951	logistic_recalibration_on_logit_predicted_probability
robust_scale_external_adaptive	robust_scale_external_adaptive	cohort_robust_scale	external_cohort_adaptive	none	external	GSE28750	30	10	20	0.004655906806341268	-2.399524512334981	3.6645467360298833	0.364049104859514	0.3333333333333333	0.03243265934702083	logistic_recalibration_on_logit_predicted_probability
robust_scale_external_adaptive	robust_scale_external_adaptive	cohort_robust_scale	external_cohort_adaptive	none	external	GSE95233	73	51	22	0.04308124134347594	29.92858486165504	5.61832032062444	0.6255956866372522	0.6986301369863014	0.07303445034904915	logistic_recalibration_on_logit_predicted_probability
robust_scale_external_adaptive	robust_scale_external_adaptive	cohort_robust_scale	external_cohort_adaptive	sigmoid	external	GSE154918	79	39	40	0.037461169752537424	0.03421385613247555	2.2283689700973786	0.5349464864681969	0.4936708860759494	0.07567449271351478	logistic_recalibration_on_logit_predicted_probability
robust_scale_external_adaptive	robust_scale_external_adaptive	cohort_robust_scale	external_cohort_adaptive	sigmoid	external	GSE28750	30	10	20	0.03538220634379663	-5.282558634736526	6.208525823477926	0.453324145427722	0.3333333333333333	0.1342601723971205	logistic_recalibration_on_logit_predicted_probability
robust_scale_external_adaptive	robust_scale_external_adaptive	cohort_robust_scale	external_cohort_adaptive	sigmoid	external	GSE95233	73	51	22	0.03804137828628681	21.22906928576752	10.213723137231945	0.5921582908042408	0.6986301369863014	0.1144408819918405	logistic_recalibration_on_logit_predicted_probability
robust_scale_external_adaptive	robust_scale_external_adaptive	cohort_robust_scale	training_fold_only	isotonic	internal_cv	GSE65682	93	51	42	0.0011759297229496667	1.411434210706989	4.923481195810821	0.5471067014937153	0.5483870967741935	0.004863064792079024	logistic_recalibration_on_logit_predicted_probability
robust_scale_external_adaptive	robust_scale_external_adaptive	cohort_robust_scale	training_fold_only	none	internal_cv	GSE65682	93	51	42	0.0010333173143945045	2.630123633703011	2.89518147338672	0.5449368658824684	0.5483870967741935	0.0042827597111355685	logistic_recalibration_on_logit_predicted_probability
robust_scale_external_adaptive	robust_scale_external_adaptive	cohort_robust_scale	training_fold_only	sigmoid	internal_cv	GSE65682	93	51	42	0.003187550296588865	1.863567183323813	5.624360271893731	0.547899639630078	0.5483870967741935	0.029341618044751182	logistic_recalibration_on_logit_predicted_probability
robust_scale_train_only	robust_scale_train_only	cohort_robust_scale	training_fold_only	isotonic	internal_cv	GSE65682	93	51	42	0.0011759297229496667	1.411434210706989	4.923481195810821	0.5471067014937153	0.5483870967741935	0.004863064792079024	logistic_recalibration_on_logit_predicted_probability
robust_scale_train_only	robust_scale_train_only	cohort_robust_scale	training_fold_only	none	internal_cv	GSE65682	93	51	42	0.0010333173143945045	2.630123633703011	2.89518147338672	0.5449368658824684	0.5483870967741935	0.0042827597111355685	logistic_recalibration_on_logit_predicted_probability
robust_scale_train_only	robust_scale_train_only	cohort_robust_scale	training_fold_only	sigmoid	internal_cv	GSE65682	93	51	42	0.003187550296588865	1.863567183323813	5.624360271893731	0.547899639630078	0.5483870967741935	0.029341618044751182	logistic_recalibration_on_logit_predicted_probability
robust_scale_train_only	robust_scale_train_only	cohort_robust_scale	training_only	isotonic	external	GSE154918	79	39	40	0.4936708860759494			0.0	0.4936708860759494	0.4936708860759494	logistic_recalibration_on_logit_predicted_probability
robust_scale_train_only	robust_scale_train_only	cohort_robust_scale	training_only	isotonic	external	GSE28750	30	10	20	0.21479250995814972	12.873377379573364	1.0482989862573309	0.08912745963302611	0.3333333333333333	0.24420587370030725	logistic_recalibration_on_logit_predicted_probability
robust_scale_train_only	robust_scale_train_only	cohort_robust_scale	training_only	isotonic	external	GSE95233	73	51	22	0.3787181378573219	9.523703731653468	0.7170695349304644	0.24417776600956792	0.6986301369863014	0.4544523709767334	logistic_recalibration_on_logit_predicted_probability
robust_scale_train_only	robust_scale_train_only	cohort_robust_scale	training_only	none	external	GSE154918	79	39	40	0.4936708860759494	-0.00013195393668678627	0.0018230108735072378	1.1185864049886724e-18	0.4936708860759494	0.4936708860759494	logistic_recalibration_on_logit_predicted_probability
robust_scale_train_only	robust_scale_train_only	cohort_robust_scale	training_only	none	external	GSE28750	30	10	20	0.2603317113697636	417.1871051787422	31.000272627206474	0.04585640007984879	0.3333333333333333	0.28747693325348456	logistic_recalibration_on_logit_predicted_probability
robust_scale_train_only	robust_scale_train_only	cohort_robust_scale	training_only	none	external	GSE95233	73	51	22	0.49315404537508856	53.58267485299549	4.915085831401447	0.13348835619741967	0.6986301369863014	0.5651417807888816	logistic_recalibration_on_logit_predicted_probability
robust_scale_train_only	robust_scale_train_only	cohort_robust_scale	training_only	sigmoid	external	GSE154918	79	39	40	0.4936708800319151	-0.00013195393668678627	0.0018230108735072378	3.0231166469639378e-09	0.4936708860759494	0.49367088305283274	logistic_recalibration_on_logit_predicted_probability
robust_scale_train_only	robust_scale_train_only	cohort_robust_scale	training_only	sigmoid	external	GSE28750	30	10	20	0.20327050050578002	44.63993584575501	7.047040598131427	0.08290984744016001	0.3333333333333333	0.2504234858931733	logistic_recalibration_on_logit_predicted_probability
robust_scale_train_only	robust_scale_train_only	cohort_robust_scale	training_only	sigmoid	external	GSE95233	73	51	22	0.3273581622527248	35.91827388785627	7.980555036102552	0.23714629868851697	0.6986301369863014	0.4614838382977844	logistic_recalibration_on_logit_predicted_probability
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	sample_wise_rank_then_training_only	isotonic	external	GSE154918	79	39	40	0.04901447576784294	-2.028570528961321	0.7543006307072746	0.5701485306615529	0.4936708860759494	0.09977816725621623	logistic_recalibration_on_logit_predicted_probability
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	sample_wise_rank_then_training_only	isotonic	external	GSE28750	30	10	20	0.0022378131751288554	-0.5664881503899883	4.685122706044532	0.3348449384683285	0.3333333333333333	0.01212033806972588	logistic_recalibration_on_logit_predicted_probability
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	sample_wise_rank_then_training_only	isotonic	external	GSE95233	73	51	22	0.01719876151474597	-7.380754671740795	1.6635930537071852	0.7341357277015838	0.6986301369863014	0.03550559071528242	logistic_recalibration_on_logit_predicted_probability
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	sample_wise_rank_then_training_only	none	external	GSE154918	79	39	40	0.028222604261842983	1.1024329645405468	1.2432583284888548	0.4693990414120842	0.4936708860759494	0.039594579116700904	logistic_recalibration_on_logit_predicted_probability
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	sample_wise_rank_then_training_only	none	external	GSE28750	30	10	20	0.016503746194896755	13.479637007268169	5.523660425453445	0.30574220535018576	0.3333333333333333	0.03198306330899813	logistic_recalibration_on_logit_predicted_probability
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	sample_wise_rank_then_training_only	none	external	GSE95233	73	51	22	0.0013884296112612166	-1.146242862042466	4.238555523924189	0.703665009346928	0.6986301369863014	0.009728011818433071	logistic_recalibration_on_logit_predicted_probability
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	sample_wise_rank_then_training_only	sigmoid	external	GSE154918	79	39	40	0.06183408543870874	-1.1055910717800859	3.138695900792335	0.5903227710534478	0.4936708860759494	0.1557071729013198	logistic_recalibration_on_logit_predicted_probability
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	sample_wise_rank_then_training_only	sigmoid	external	GSE28750	30	10	20	0.0240493804030551	1.8733455714434892	9.917074851857665	0.4096604039399944	0.3333333333333333	0.12173789489048482	logistic_recalibration_on_logit_predicted_probability
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	sample_wise_rank_then_training_only	sigmoid	external	GSE95233	73	51	22	0.018732247716538176	-7.841540659785631	9.791027342658156	0.7487206699429516	0.6986301369863014	0.06530510751102939	logistic_recalibration_on_logit_predicted_probability
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	training_fold_only	isotonic	internal_cv	GSE65682	93	51	42	0.0006067445392929481	0.4279757561298417	4.0377246715091974	0.5479480427213389	0.5483870967741935	0.00358545690266747	logistic_recalibration_on_logit_predicted_probability
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	training_fold_only	none	internal_cv	GSE65682	93	51	42	0.0015306467880401276	3.2505890730720837	2.746679694611754	0.5432515062896988	0.5483870967741935	0.005304502451080152	logistic_recalibration_on_logit_predicted_probability
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	training_fold_only	sigmoid	internal_cv	GSE65682	93	51	42	0.002793302414125279	1.0480615558278057	5.102907459838496	0.5487682751720697	0.5483870967741935	0.028142232356508774	logistic_recalibration_on_logit_predicted_probability
standard_zscore_train_only	standard_zscore_train_only	standard_zscore	training_fold_only	isotonic	internal_cv	GSE65682	93	51	42	0.0007748556632076887	1.2495445642568241	3.6358038920024094	0.5469062762316416	0.5483870967741935	0.0038040416888335555	logistic_recalibration_on_logit_predicted_probability
standard_zscore_train_only	standard_zscore_train_only	standard_zscore	training_fold_only	none	internal_cv	GSE65682	93	51	42	0.0013013123016572677	3.096337702323999	2.7627254509013732	0.5440179982817682	0.5483870967741935	0.0045941739846307676	logistic_recalibration_on_logit_predicted_probability
standard_zscore_train_only	standard_zscore_train_only	standard_zscore	training_fold_only	sigmoid	internal_cv	GSE65682	93	51	42	0.002860796433345769	0.8784445237340767	5.268545653116893	0.5486663538128	0.5483870967741935	0.02859119421182773	logistic_recalibration_on_logit_predicted_probability
standard_zscore_train_only	standard_zscore_train_only	standard_zscore	training_only	isotonic	external	GSE154918	79	39	40	0.4936708860759494			0.0	0.4936708860759494	0.4936708860759494	logistic_recalibration_on_logit_predicted_probability
standard_zscore_train_only	standard_zscore_train_only	standard_zscore	training_only	isotonic	external	GSE28750	30	10	20	0.3333333333333333			0.0	0.3333333333333333	0.3333333333333333	logistic_recalibration_on_logit_predicted_probability
standard_zscore_train_only	standard_zscore_train_only	standard_zscore	training_only	isotonic	external	GSE95233	73	51	22	0.6986301369863014			0.0	0.6986301369863014	0.6986301369863014	logistic_recalibration_on_logit_predicted_probability
standard_zscore_train_only	standard_zscore_train_only	standard_zscore	training_only	none	external	GSE154918	79	39	40	0.4936708860759494	-0.00013195393668678627	0.0018230108735072378	8.359729642328246e-35	0.4936708860759494	0.4936708860759494	logistic_recalibration_on_logit_predicted_probability
standard_zscore_train_only	standard_zscore_train_only	standard_zscore	training_only	none	external	GSE28750	30	10	20	0.33333132971468415	429.9571425256327	31.20848273369616	1.001815635971987e-06	0.3333333333333333	0.33333233151769737	logistic_recalibration_on_logit_predicted_probability
standard_zscore_train_only	standard_zscore_train_only	standard_zscore	training_only	none	external	GSE95233	73	51	22	0.6986171750623281	14107.772285656014	1021.1652946957518	6.481086237111124e-06	0.6986301369863014	0.6986236559000643	logistic_recalibration_on_logit_predicted_probability
standard_zscore_train_only	standard_zscore_train_only	standard_zscore	training_only	sigmoid	external	GSE154918	79	39	40	0.49367088607592347	-0.00013195393668678627	0.0018230108735072378	1.2983627656782131e-14	0.4936708860759494	0.4936708860759364	logistic_recalibration_on_logit_predicted_probability
standard_zscore_train_only	standard_zscore_train_only	standard_zscore	training_only	sigmoid	external	GSE28750	30	10	20	0.3279386470821072	102.25188440409946	10.236790318004186	0.0027249089686604572	0.3333333333333333	0.33060842436467286	logistic_recalibration_on_logit_predicted_probability
standard_zscore_train_only	standard_zscore_train_only	standard_zscore	training_only	sigmoid	external	GSE95233	73	51	22	0.6791777432764045	94.01553083537767	11.694068022988183	0.009849820400342477	0.6986301369863014	0.688780316585959	logistic_recalibration_on_logit_predicted_probability
